transaction_id,customer_id,fecha_transaccion,tipo_transaccion,monto,moneda,canal,estado,comision,pais_origen
TXN_000001,8270.0,2023-06-13,pago,172.39356357768582,USD,web,completada,2.6727487293884695,Chile
TXN_000002,1860.0,2024-01-11,transferencia,1361.538594728464,EUR,app_movil,completada,0.04498196482198317,Chile
TXN_000003,6390.0,2024-10-14,pago,151.31851034133314,MXN,web,completada,0.12416370175854874,Mexico
TXN_000004,6191.0,2023-09-25,deposito,1592.5701802839824,USD,app_movil,fallida,5.111768959159305,Chile
TXN_000005,6734.0,2024-07-02,deposito,2525.180158961424,USD,app_movil,completada,4.393332716620224,Mexico
TXN_000006,7265.0,2023-03-15,transferencia,33.0139172193296,EUR,web,fallida,1.4107925619461439,Chile
TXN_000007,1466.0,2024-05-22,inversion,2207.000385551491,EUR,app_movil,completada,1.3598988765522322,Chile
TXN_000008,5426.0,2023-03-14,transferencia,8871.809419393068,CLP,app_movil,fallida,3.347144224068404,Chile
TXN_000009,6578.0,2023-11-04,inversion,588.7523529277478,EUR,app_movil,completada,0.29804471376427427,Argentina
TXN_000010,9322.0,2023-07-18,transferencia,990.9125417791657,USD,web,completada,2.1208945806287445,Mexico
TXN_000011,2685.0,2023-05-10,pago,1911.240882041377,CLP,,completada,1.2924622838382043,Mexico
TXN_000012,1769.0,2024-07-25,pago,266.87397073144905,CLP,app_movil,completada,2.7199361523008583,Colombia
TXN_000013,7949.0,2024-09-06,pago,530.2880424869352,EUR,app_movil,completada,0.06113036704940627,Colombia
TXN_000014,3433.0,2024-05-01,deposito,56.18785922657422,EUR,app_movil,completada,1.7965359915837638,Mexico
TXN_000015,6311.0,2023-05-31,pago,496.6832717646334,USD,app_movil,completada,1.6271443747713878,Colombia
TXN_000016,6051.0,2024-10-30,pago,851.643484187232,USD,app_movil,completada,3.6757952589648903,Mexico
TXN_000017,7420.0,2023-07-25,deposito,875.0180672146035,USD,app_movil,completada,2.2591925308672463,Chile
TXN_000018,2184.0,2023-06-28,deposito,1994.4768919584026,EUR,cajero,completada,4.243201499671006,Peru
TXN_000019,5555.0,2023-07-16,retiro,126.1910126954563,MXN,app_movil,pendiente,4.365578331661857,Peru
TXN_000020,4385.0,2023-03-30,transferencia,181.4699118424076,EUR,app_movil,fallida,1.0490514220488965,Chile
TXN_000021,7396.0,2024-03-09,deposito,6927.54670709363,USD,app_movil,completada,0.29568753265568604,Mexico
TXN_000022,,2023-07-02,deposito,321.9857981200264,USD,app_movil,completada,1.9900384094356594,Colombia
TXN_000023,3558.0,2023-07-28,pago,544.5995102571425,USD,web,completada,4.13892061521842,
TXN_000024,8849.0,2024-05-07,pago,364.8494991344606,EUR,app_movil,completada,0.15582220806666794,Argentina
TXN_000025,3047.0,2023-05-10,pago,117.62231378584123,EUR,app_movil,completada,1.632543643326606,Mexico
TXN_000026,3747.0,2024-10-26,transferencia,4606.823331395571,USD,app_movil,completada,0.244334198253388,Mexico
TXN_000027,1189.0,2023-01-13,OTRO,182.81009506124252,EUR,web,completada,0.05473415466823079,Chile
TXN_000028,3734.0,2024-09-25,transferencia,74.37141897264014,USD,app_movil,completada,2.276590826024738,Chile
TXN_000029,4005.0,2023-04-16,deposito,205.18039833402887,USD,web,completada,2.290462178703485,Chile
TXN_000030,5658.0,2024-01-10,deposito,20.034203691163587,USD,app_movil,pendiente,1.8358743980971113,Chile
TXN_000031,2899.0,2024-08-04,inversion,151.8766688770383,USD,app_movil,completada,3.9211536158097307,Mexico
TXN_000032,8734.0,2024-12-07,deposito,94.42511657934776,USD,,completada,0.16866942989950048,Peru
TXN_000033,2267.0,2024-11-28,transferencia,1018.5577615103554,USD,web,completada,0.22244479638109438,Mexico
TXN_000034,2528.0,2023-04-09,retiro,146.91859247034816,CLP,web,completada,3.998090415544536,Chile
TXN_000035,4556.0,2024-08-16,retiro,1527.986146667481,CLP,app_movil,completada,1.399444376801125,Chile
TXN_000036,4890.0,2024-08-09,pago,3286.9849322285336,EUR,web,completada,0.6378028869586689,Mexico
TXN_000037,9838.0,2023-07-11,deposito,1302.1382558650641,CLP,app_movil,completada,2.6800202148005936,Mexico
TXN_000038,6393.0,2023-11-21,inversion,292.0478231327055,USD,web,completada,4.496264320533931,Argentina
TXN_000039,9792.0,2024-12-26,pago,498.53397675260413,CLP,web,completada,2.3398081554463905,Colombia
TXN_000040,9433.0,2024-04-11,inversion,40.95699401710419,USD,app_movil,completada,3.139786394689165,Peru
TXN_000041,8513.0,2024-01-02,transferencia,330.0786439995524,EUR,web,completada,0.6639569698758163,Chile
TXN_000042,3612.0,2023-11-14,transferencia,110.97914468065743,EUR,web,completada,0.6815338977690117,Colombia
TXN_000043,8041.0,2023-05-24,pago,1143.089052231897,USD,app_movil,completada,3.9920233866288384,Chile
TXN_000044,7235.0,2024-01-19,deposito,19132.210052653794,MXN,cajero,completada,1.908311541745198,Mexico
TXN_000045,6486.0,2023-08-04,retiro,853.8302930513347,USD,cajero,completada,0.5335712027287134,Mexico
TXN_000046,8099.0,2023-12-27,inversion,20.354250840135446,USD,app_movil,completada,1.4853548619926313,Mexico
TXN_000047,1775.0,2023-11-20,pago,234.6640016049698,USD,cajero,completada,2.315836066806387,Chile
TXN_000048,9226.0,2023-01-15,transferencia,484.7999773630292,USD,app_movil,completada,0.4932058699932258,Mexico
TXN_000049,4152.0,2023-08-05,retiro,459.9124466005663,USD,web,completada,2.127879236366814,Chile
TXN_000050,2585.0,2024-05-06,deposito,134.79839765657132,USD,cajero,completada,0.08611742534099648,Chile
TXN_000051,4943.0,2024-06-30,transferencia,582.8545174486326,USD,web,completada,0.7239252927562034,Colombia
TXN_000052,8555.0,2023-07-02,pago,62.56767335344706,CLP,app_movil,completada,2.241542868511372,Argentina
TXN_000053,4073.0,2023-09-27,deposito,97.77187079354593,USD,cajero,completada,0.32350683454208373,Colombia
TXN_000054,2021.0,2024-04-11,retiro,1062.836399950278,USD,app_movil,completada,0.5025692219601753,Mexico
TXN_000055,4843.0,2024-09-03,pago,87.92684427437194,EUR,app_movil,completada,4.225472050904194,Chile
TXN_000056,8989.0,2024-06-02,pago,904.4413029326864,MXN,,completada,2.24368670119276,Chile
TXN_000057,7873.0,2024-06-25,inversion,51.71792007610916,USD,cajero,completada,1.3819738721649766,Chile
TXN_000058,6675.0,2024-04-11,deposito,5694.401770569616,USD,cajero,completada,0.47370769910930466,Argentina
TXN_000059,1161.0,2023-11-01,pago,126.29180175892175,MXN,app_movil,completada,,Chile
TXN_000060,5297.0,2023-05-24,transferencia,288.4437642375977,USD,cajero,pendiente,1.7081841027818527,Peru
TXN_000061,1995.0,2023-04-21,deposito,662.4333119827626,EUR,app_movil,completada,0.33757730736455027,Colombia
TXN_000062,8629.0,2023-08-20,transferencia,172.77239133677364,USD,sucursal,completada,1.3145722089533436,Mexico
TXN_000063,2016.0,2024-11-21,transferencia,500.2504843138272,MXN,web,completada,1.0517918723659876,Argentina
TXN_000064,8869.0,2024-08-06,pago,956.2650148105954,MXN,app_movil,completada,1.2951523520018369,Chile
TXN_000065,7439.0,2024-12-22,transferencia,1704.3172144100536,CLP,app_movil,completada,0.22311674613750612,Mexico
TXN_000066,,2024-08-14,deposito,1322.4563452957022,USD,app_movil,completada,0.22521136845143494,Peru
TXN_000067,7863.0,2024-05-14,transferencia,311.77578894426176,EUR,app_movil,completada,6.654646240928467,Mexico
TXN_000068,8916.0,2024-08-17,deposito,323.77613607178984,USD,web,completada,7.76179820910464,Chile
TXN_000069,9529.0,2024-07-07,transferencia,13679.625800496551,CLP,app_movil,completada,1.1108255685769148,Chile
TXN_000070,1878.0,2023-09-30,transferencia,1677.120480931229,MXN,sucursal,completada,3.1117511981194017,Colombia
TXN_000071,5887.0,2024-12-03,transferencia,101.21677616739011,EUR,web,completada,2.1330149765211974,Chile
TXN_000072,5859.0,2023-06-22,inversion,468.7090650829705,EUR,web,completada,0.24867184086219044,Peru
TXN_000073,7331.0,2023-01-07,retiro,244.0285659076637,USD,app_movil,completada,0.7038827793372628,Chile
TXN_000074,9571.0,2023-06-04,transferencia,329.30970123297953,EUR,cajero,completada,,Mexico
TXN_000075,9684.0,2024-06-05,retiro,63.800259863487746,EUR,web,completada,1.8115644545451302,Mexico
TXN_000076,8208.0,2024-06-29,deposito,217.48179555346792,USD,,completada,1.734890244743069,Mexico
TXN_000077,6276.0,2024-07-01,inversion,6107.871693354585,USD,sucursal,completada,5.141156375561594,Mexico
TXN_000078,3062.0,2024-06-01,pago,961.6152775724315,USD,app_movil,completada,3.1216413738284743,Peru
TXN_000079,,2023-08-03,deposito,9.614360707712734,CLP,app_movil,completada,3.887691866472585,Colombia
TXN_000080,9006.0,2023-05-14,transferencia,2502.5994201876038,CLP,cajero,completada,4.437013943794399,Colombia
TXN_000081,3568.0,2023-10-12,pago,2068.221388634328,MXN,cajero,cancelada,3.2316834719760394,Chile
TXN_000082,6463.0,2023-05-06,inversion,235.34959418475017,CLP,web,completada,0.8095744590109022,Chile
TXN_000083,3027.0,2024-03-14,pago,1183.10227677782,EUR,app_movil,completada,0.48417617065848995,Chile
TXN_000084,3695.0,2024-11-16,transferencia,111.15228341836236,USD,web,completada,1.6961772566884614,Chile
TXN_000085,6258.0,2023-06-01,transferencia,199.26117981871556,MXN,app_movil,pendiente,2.3395828452007246,Colombia
TXN_000086,6618.0,2023-11-27,deposito,3819.2889327122975,EUR,app_movil,fallida,0.9773716196494511,Mexico
TXN_000087,7736.0,2024-06-21,deposito,268.38028274455115,EUR,app_movil,completada,3.7722104080495673,
TXN_000088,1391.0,2024-01-18,pago,24.420000937360612,EUR,app_movil,completada,6.466283847839971,Chile
TXN_000089,6892.0,2023-04-25,inversion,366.8837960236851,CLP,app_movil,completada,1.6851315374700362,Chile
TXN_000090,4561.0,2024-04-26,transferencia,358.56767347258403,USD,sucursal,completada,1.2197899489418471,Peru
TXN_000091,7184.0,2023-10-11,pago,2434.636770247666,USD,cajero,pendiente,3.7015814632492656,Argentina
TXN_000092,4099.0,2023-03-16,inversion,412.19833669691724,EUR,cajero,completada,0.049137811812960355,Argentina
TXN_000093,7278.0,2023-06-15,pago,214.35350246379605,CLP,cajero,completada,,Peru
TXN_000094,9392.0,2023-07-08,transferencia,1934.4613949349325,EUR,app_movil,completada,3.737164300593988,Colombia
TXN_000095,4104.0,2023-03-19,pago,483.56480971374674,EUR,cajero,pendiente,2.6337499340516235,Peru
TXN_000096,8215.0,2024-08-24,retiro,130.9696972383254,USD,cajero,completada,1.0761767916415608,Colombia
TXN_000097,3454.0,2024-11-18,transferencia,2281.2899757927134,CLP,cajero,completada,4.393782704762934,Argentina
TXN_000098,9996.0,2023-01-21,inversion,539.419006670784,CLP,web,completada,0.8660579120143479,Chile
TXN_000099,3731.0,2024-07-19,retiro,405.20331359515194,EUR,app_movil,cancelada,2.009399030655397,Argentina
TXN_000100,9154.0,2023-07-03,transferencia,526.8219244226476,USD,app_movil,completada,2.012072433497619,Mexico
TXN_000101,6056.0,2023-08-10,deposito,80.96341960693546,MXN,app_movil,fallida,0.40749547580094975,Chile
TXN_000102,9110.0,2023-11-24,pago,182.82315796979162,EUR,sucursal,completada,0.670530791552697,Chile
TXN_000103,4840.0,2023-06-28,pago,405.60261631996303,CLP,app_movil,completada,4.95404179316721,Peru
TXN_000104,2028.0,2023-04-22,retiro,301.2692723797034,USD,cajero,completada,0.4052481801308998,Mexico
TXN_000105,8385.0,2024-12-26,inversion,2720.694817352379,USD,app_movil,completada,0.38129130472826883,Argentina
TXN_000106,1502.0,2023-02-28,transferencia,558.9772524807398,CLP,web,completada,1.3063745341876851,Chile
TXN_000107,7910.0,2023-11-23,pago,1454.4104143141385,USD,app_movil,completada,0.19345657981788197,Mexico
TXN_000108,7938.0,2024-09-12,pago,409.15458041503877,EUR,app_movil,completada,4.500482292173499,Chile
TXN_000109,5488.0,2024-10-30,pago,1967.3303012508654,EUR,app_movil,completada,0.2110524772503954,Mexico
TXN_000110,1206.0,2023-07-10,pago,732.3742361294491,CLP,web,completada,1.9171310876580172,Mexico
TXN_000111,6134.0,2023-07-19,transferencia,411.63240412441905,USD,app_movil,completada,0.8303699560682981,Colombia
TXN_000112,6977.0,2023-11-08,deposito,395.47017225924066,USD,web,completada,3.2620677253507053,Chile
TXN_000113,8721.0,2024-12-08,pago,96.38417810104325,MXN,app_movil,completada,1.7822732601947409,Chile
TXN_000114,8035.0,2023-02-04,transferencia,862.964522040726,EUR,cajero,completada,0.9830467042975926,Chile
TXN_000115,2484.0,2024-01-14,retiro,379.8182687499484,USD,app_movil,pendiente,8.254518869283467,Peru
TXN_000116,8858.0,2024-01-22,retiro,189.99771765157257,USD,web,completada,0.13705236466126547,Chile
TXN_000117,1863.0,2023-08-25,pago,2121.105419826662,MXN,app_movil,completada,1.7244874053397334,Chile
TXN_000118,3790.0,2024-09-07,transferencia,61.847764924834266,USD,web,completada,9.125814277023787,Mexico
TXN_000119,8408.0,2024-06-02,deposito,214.05995874959717,EUR,app_movil,completada,2.3485215112338613,Peru
TXN_000120,9755.0,2023-10-10,transferencia,1884.8021292824415,EUR,web,completada,2.692376016231945,Chile
TXN_000121,6116.0,2023-01-01,transferencia,647.6072464105424,CLP,cajero,completada,0.0652347075242064,Chile
TXN_000122,7019.0,2024-12-31,deposito,375.4824034747247,CLP,app_movil,completada,0.04318931676814694,Colombia
TXN_000123,2757.0,2024-04-08,transferencia,587.8696941346213,EUR,app_movil,completada,0.07355642988714535,Argentina
TXN_000124,8574.0,2023-08-18,transferencia,528.0131858384199,USD,web,completada,9.588767397987487,Mexico
TXN_000125,7374.0,2023-06-21,transferencia,41.47148906152618,CLP,,completada,7.776589592606916,Chile
TXN_000126,7892.0,2023-03-28,transferencia,238.91484036661907,EUR,app_movil,fallida,0.814460106709025,Mexico
TXN_000127,2678.0,2024-07-06,transferencia,4558.653080399383,MXN,app_movil,completada,0.6877482115262649,Argentina
TXN_000128,4242.0,2023-05-03,inversion,150.0567863069357,EUR,app_movil,completada,0.3155515580083514,Mexico
TXN_000129,5636.0,2023-10-25,transferencia,250.27203814753676,EUR,app_movil,completada,0.7983905070741323,Chile
TXN_000130,2059.0,2024-11-20,transferencia,179.03276880504816,USD,app_movil,completada,0.9245469458302973,Chile
TXN_000131,7668.0,2024-07-28,transferencia,354.0638149199199,CLP,cajero,completada,2.7588982208692268,Argentina
TXN_000132,4157.0,2024-04-28,inversion,168.22725152823412,USD,app_movil,completada,4.024217151082368,Colombia
TXN_000133,6915.0,2023-06-14,pago,837.2412437192229,USD,web,completada,2.7466387607770306,Colombia
TXN_000134,3693.0,2024-11-29,pago,542.3817657998197,USD,cajero,completada,2.0796027215055206,Chile
TXN_000135,4627.0,2024-01-18,retiro,1287.3246417259288,USD,app_movil,completada,2.9040144761111755,Mexico
TXN_000136,6450.0,2023-07-28,pago,83.39499125915557,USD,web,fallida,2.6826227111375363,Chile
TXN_000137,2663.0,2024-03-07,pago,242.1335117993877,USD,cajero,pendiente,1.2915720499900456,Chile
TXN_000138,6592.0,2024-01-24,transferencia,287.55554816458016,CLP,app_movil,completada,0.8184987261388419,Peru
TXN_000139,8392.0,2024-07-13,pago,799.087430857155,USD,app_movil,completada,0.6647473018777351,Chile
TXN_000140,2306.0,2023-08-12,pago,122.75226322580804,CLP,sucursal,completada,2.274844239849597,Chile
TXN_000141,7776.0,2023-01-03,deposito,1593.1694986054736,USD,sucursal,completada,6.403257058778244,Argentina
TXN_000142,6864.0,2024-01-07,transferencia,2391.3740254500035,EUR,app_movil,completada,1.7400299234132053,Chile
TXN_000143,8526.0,2024-11-17,deposito,91.53226000885466,EUR,app_movil,completada,4.872838833789882,Colombia
TXN_000144,9901.0,2024-03-21,transferencia,193.1931870923807,MXN,app_movil,cancelada,0.028663158406292865,Colombia
TXN_000145,6575.0,2024-09-02,transferencia,181.65381085618688,CLP,app_movil,completada,3.1643328339572996,Argentina
TXN_000146,6530.0,2023-04-26,pago,20922.47684109044,EUR,app_movil,completada,3.842861666169526,Peru
TXN_000147,5413.0,2023-09-27,inversion,211.69569492259814,CLP,web,completada,1.993883871482929,Colombia
TXN_000148,4748.0,2024-03-22,pago,4996.2262839001,USD,cajero,completada,5.438050394151252,Chile
TXN_000149,1663.0,2024-01-03,OTRO,60.34342581682443,EUR,app_movil,fallida,1.7827718586260655,Mexico
TXN_000150,,2023-09-10,transferencia,91.4254193416558,USD,cajero,completada,0.5502870920974561,Argentina
TXN_000151,8994.0,2023-11-13,transferencia,144.04031162324648,USD,app_movil,completada,0.48597129387140253,Chile
TXN_000152,2495.0,2024-02-19,transferencia,113.46177917247095,USD,app_movil,completada,1.6231240316365612,Colombia
TXN_000153,4304.0,2023-04-05,pago,269.9270935812522,CLP,web,cancelada,4.739243982208279,Chile
TXN_000154,4763.0,2023-01-24,transferencia,139.32825501306183,EUR,app_movil,completada,0.15024023618146745,
TXN_000155,6232.0,2024-09-19,transferencia,118.03575781582505,CLP,app_movil,completada,1.8546553924645481,Chile
TXN_000156,2853.0,2024-10-24,retiro,2293.2103049204143,EUR,cajero,completada,2.9376437392220973,Chile
TXN_000157,7585.0,2023-02-19,transferencia,2529.2812078084007,USD,app_movil,completada,0.24524410633161198,Argentina
